,id,side,coordinates(epsg25833),parking_value
2118,148,left,"[[319564.40926436934, 5690739.251559611], [319587.8962408747, 5690757.916016063]]",parallel
2119,148,right,"[[319573.5657356303, 5690727.729240388], [319597.05271213566, 5690746.393696839]]",parallel
2120,148,left,"[[319587.89624087425, 5690757.916016063], [319611.38321737945, 5690776.580472515]]",parallel
2121,148,right,"[[319597.0527121353, 5690746.393696839], [319620.53968864045, 5690765.058153291]]",parallel
2122,148,left,"[[319611.38321737945, 5690776.580472515], [319634.8701938846, 5690795.244928967]]",parallel
2123,148,right,"[[319620.53968864045, 5690765.058153291], [319644.0266651456, 5690783.7226097435]]",parallel
2124,148,left,"[[319634.8701938846, 5690795.244928967], [319658.35717038973, 5690813.909385419]]",parallel
2125,148,right,"[[319644.0266651456, 5690783.7226097435], [319667.5136416508, 5690802.387066196]]",parallel
2126,148,left,"[[319658.35717038973, 5690813.909385419], [319681.8441468949, 5690832.573841872]]",parallel
2127,148,right,"[[319667.5136416508, 5690802.387066196], [319691.00061815593, 5690821.051522648]]",parallel
2128,148,left,"[[319681.84414689493, 5690832.573841872], [319701.6729643694, 5690848.331259612]]",parallel
2129,148,right,"[[319691.00061815593, 5690821.051522648], [319710.8294356304, 5690836.808940388]]",parallel
2130,149,left,"[[319701.39606181206, 5690848.342182764], [319712.85846181295, 5690857.983682764]]",no car
2131,149,right,"[[319711.1063381869, 5690836.798017236], [319722.5687381878, 5690846.439517237]]",no car
2132,149,left,"[[319713.2478100457, 5690858.289924303], [319737.4241082343, 5690876.052429923]]",parallel
2133,149,right,"[[319722.1793899546, 5690846.133275698], [319746.3556881432, 5690863.895781318]]",parallel
2134,149,left,"[[319737.4241082343, 5690876.052429923], [319761.6004064224, 5690893.814935543]]",parallel
2135,149,right,"[[319746.3556881432, 5690863.895781318], [319770.53198633133, 5690881.658286937]]",parallel
2136,149,left,"[[319761.6004064222, 5690893.814935543], [319775.6457100443, 5690904.134124303]]",parallel
2137,149,right,"[[319770.53198633215, 5690881.658286937], [319784.5772899543, 5690891.977475697]]",parallel
2138,149,left,"[[319775.58130229067, 5690904.086273859], [319799.56727720203, 5690922.104958815]]",parallel
2139,149,right,"[[319784.64169770887, 5690892.025326141], [319808.62767262023, 5690910.0440110965]]",no car
2140,149,left,"[[319799.5672772013, 5690922.104958815], [319817.7772022905, 5690935.78457386]]",parallel
2141,149,right,"[[319808.6276726206, 5690910.0440110965], [319826.8375977098, 5690923.723626141]]",parallel
2142,149,left,"[[319820.4530431859, 5690937.065096311], [319833.36034318584, 5690940.33889631]]",no car
2143,149,right,"[[319824.16175681475, 5690922.443103691], [319837.0690568147, 5690925.716903689]]",no car
2144,151,left,"[[319539.83647267846, 5691123.796101514], [319569.60722732777, 5691120.094457608]]",perpendicular
2145,151,right,"[[319537.83912732115, 5691107.732298485], [319567.6098819705, 5691104.030654579]]",perpendicular
2146,151,left,"[[319569.6072273282, 5691120.09445761], [319599.3779819775, 5691116.392813703]]",perpendicular
2147,151,right,"[[319567.60988197016, 5691104.030654579], [319597.38063661946, 5691100.329010673]]",perpendicular
2148,151,left,"[[319599.3779819775, 5691116.392813703], [319629.1487366268, 5691112.6911697965]]",perpendicular
2149,151,right,"[[319597.38063661946, 5691100.329010673], [319627.15139126877, 5691096.627366766]]",perpendicular
2150,151,left,"[[319629.148736627, 5691112.6911697965], [319643.65407267876, 5691110.887601514]]",perpendicular
2151,151,right,"[[319627.15139126853, 5691096.627366766], [319641.6567273203, 5691094.823798483]]",perpendicular
2152,153,left,"[[319458.4658916209, 5691616.34602096], [319462.14871431666, 5691646.119109765]]",parallel
2153,153,right,"[[319468.3307083783, 5691615.12577904], [319472.01353107404, 5691644.898867845]]",parallel
2154,153,left,"[[319462.14871431666, 5691646.119109765], [319465.83153701253, 5691675.89219857]]",parallel
2155,153,right,"[[319472.01353107404, 5691644.898867845], [319475.69635377, 5691674.67195665]]",parallel
2156,153,left,"[[319465.8315370126, 5691675.892198571], [319469.5143597084, 5691705.6652873745]]",parallel
2157,153,right,"[[319475.69635377, 5691674.671956651], [319479.37917646574, 5691704.445045454]]",parallel
2158,153,left,"[[319469.51435970847, 5691705.6652873745], [319472.4602916211, 5691729.48112096]]",no car
2159,153,right,"[[319479.3791764658, 5691704.445045454], [319482.3251083785, 5691728.26087904]]",parallel
2160,154,left,"[[319368.5816558376, 5691742.060502055], [319378.21285583737, 5691743.552202054]]",no car
2161,154,right,"[[319370.3521441629, 5691730.6292979475], [319379.9833441627, 5691732.120997947]]",no car
2162,154,left,"[[319379.39363908465, 5691743.612794311], [319405.2902390843, 5691742.2877943115]]",parallel
2163,154,right,"[[319378.8025609155, 5691732.060405688], [319404.6991609151, 5691730.735405689]]",no car
2164,154,left,"[[319405.59129733726, 5691742.264498025], [319435.4312698003, 5691739.169979742]]",parallel
2165,154,right,"[[319404.3981026621, 5691730.758701976], [319434.2380751251, 5691727.664183692]]",no car
2166,154,left,"[[319435.43126979924, 5691739.169979742], [319439.3431973367, 5691738.764298024]]",parallel
2167,154,right,"[[319434.23807512614, 5691727.664183691], [319438.15000266366, 5691727.258501975]]",no car
2168,154,left,"[[319439.3670613573, 5691738.761773184], [319469.19393761415, 5691735.543473516]]",parallel
2169,154,right,"[[319438.1261386432, 5691727.261026815], [319467.9530149001, 5691724.042727146]]",parallel
2170,154,left,"[[319469.19393761136, 5691735.543473516], [319471.0039613547, 5691735.348173184]]",no car
2171,154,right,"[[319467.9530149028, 5691724.042727144], [319469.7630386462, 5691723.847426815]]",no car
2172,154,left,"[[319470.98003187584, 5691735.350704813], [319477.9892318751, 5691734.623904813]]",no car
2173,154,right,"[[319469.7869681252, 5691723.844895187], [319476.7961681245, 5691723.118095187]]",no car
2174,155,left,"[[319477.9992247512, 5691734.7196346875], [319507.8391976544, 5691731.625120649]]",parallel
2175,155,right,"[[319476.7861752483, 5691723.022365311], [319506.62614815147, 5691719.927851273]]",parallel
2176,155,left,"[[319507.83919765474, 5691731.625120651], [319537.67917055794, 5691728.530606612]]",no car
2177,155,right,"[[319506.62614815123, 5691719.927851272], [319536.4661210544, 5691716.8333372325]]",parallel
2178,155,left,"[[319537.67917055794, 5691728.530606612], [319557.4506247521, 5691726.48023469]]",parallel
2179,155,right,"[[319536.46612105437, 5691716.8333372325], [319556.2375752486, 5691714.78296531]]",parallel
2180,155,left,"[[319557.5074374483, 5691726.474063816], [319587.3159263006, 5691723.089689082]]",no car
2181,155,right,"[[319556.1807625525, 5691714.789136184], [319585.98925140477, 5691711.40476145]]",parallel
2182,155,left,"[[319587.3159263006, 5691723.089689082], [319617.1244151529, 5691719.7053143475]]",no car
2183,155,right,"[[319585.98925140477, 5691711.40476145], [319615.79774025705, 5691708.020386716]]",no car
2184,155,left,"[[319617.1244151531, 5691719.7053143475], [319625.012137448, 5691718.809763815]]",no car
2185,155,right,"[[319615.79774025665, 5691708.020386716], [319623.68546255154, 5691707.124836184]]",no car
2186,155,left,"[[319625.147622067, 5691718.792785671], [319654.86948773626, 5691714.717162877]]",no car
2187,155,right,"[[319623.54997793253, 5691707.141814329], [319653.2718436018, 5691703.066191536]]",no car
2188,155,left,"[[319654.869487729, 5691714.717162879], [319655.4301220594, 5691714.640285672]]",no car
2189,155,right,"[[319653.2718436091, 5691703.066191535], [319653.83247793955, 5691702.989314328]]",no car
2190,155,left,"[[319655.46249092993, 5691714.635755388], [319685.161242913, 5691710.394985335]]",no car
2191,155,right,"[[319653.8001090692, 5691702.993844612], [319683.49886105227, 5691698.753074558]]",no car
2192,155,left,"[[319685.1612429131, 5691710.394985335], [319714.85999489616, 5691706.15421528]]",no car
2193,155,right,"[[319683.49886105204, 5691698.753074558], [319713.1976130351, 5691694.5123045035]]",no car
2194,155,left,"[[319714.859994896, 5691706.154215281], [319744.55874687905, 5691701.913445228]]",no car
2195,155,right,"[[319713.19761303527, 5691694.512304504], [319742.8963650183, 5691690.271534451]]",no car
2196,155,left,"[[319744.5587468792, 5691701.913445227], [319774.2574988622, 5691697.672675174]]",no car
2197,155,right,"[[319742.89636501815, 5691690.27153445], [319772.59511700115, 5691686.030764397]]",no car
2198,155,left,"[[319774.2574988622, 5691697.672675174], [319801.04889093037, 5691693.847055389]]",no car
2199,155,right,"[[319772.59511700127, 5691686.030764397], [319799.3865090694, 5691682.205144612]]",no car
2200,155,left,"[[319801.00771009194, 5691693.852787228], [319830.73570615373, 5691689.822123492]]",no car
2201,155,right,"[[319799.4276899078, 5691682.199412772], [319829.15568596957, 5691678.168749036]]",no car
2202,155,left,"[[319830.73570615397, 5691689.822123494], [319845.7760100919, 5691687.782887228]]",parallel
2203,155,right,"[[319829.1556859695, 5691678.168749038], [319844.19598990737, 5691676.129512772]]",no car
2204,155,left,"[[319845.6215592527, 5691687.801750824], [319875.4457981505, 5691684.559101572]]",no car
2205,155,right,"[[319844.3504407464, 5691676.110649176], [319874.17467964423, 5691672.867999924]]",parallel
2206,155,left,"[[319875.4457981507, 5691684.559101572], [319888.5931592536, 5691683.129650824]]",no car
2207,155,right,"[[319874.174679644, 5691672.867999924], [319887.3220407469, 5691671.438549176]]",parallel
2208,155,left,"[[319890.59369934356, 5691682.540085183], [319895.4562993429, 5691680.101285184]]",no car
2209,155,right,"[[319885.3215006577, 5691672.028114816], [319890.18410065706, 5691669.5893148165]]",parallel
2210,156,left,"[[319978.3555452548, 5690918.275752772], [319982.8626452549, 5690917.180752772]]",no car
2211,156,right,"[[319975.63705474464, 5690907.086247228], [319980.1441547447, 5690905.991247227]]",parallel
2212,156,left,"[[319982.9555458808, 5690917.157362362], [320011.9856580677, 5690909.590818475]]",no car
2213,156,right,"[[319980.0512541188, 5690906.014637635], [320009.0813663057, 5690898.448093748]]",parallel
2214,156,left,"[[320011.9856580679, 5690909.590818475], [320025.1386458809, 5690906.162562363]]",no car
2215,156,right,"[[320009.08136630576, 5690898.448093748], [320022.23435411876, 5690895.019837636]]",no car
2216,156,left,"[[320025.33898829325, 5690906.10645962], [320048.88238829316, 5690899.052359621]]",no car
2217,156,right,"[[320022.0340117061, 5690895.075940378], [320045.57741170604, 5690888.021840379]]",no car
2218,156,left,"[[320048.9961509599, 5690899.016987206], [320059.73905096, 5690895.554387206]]",no car
2219,156,right,"[[320045.4636490392, 5690888.057212794], [320056.2065490393, 5690884.594612794]]",no car
2220,157,left,"[[320059.0955122385, 5690894.93399313], [320072.4463122385, 5690891.84949313]]",no car
2221,157,right,"[[320056.85008776083, 5690885.21500687], [320070.20088776085, 5690882.13050687]]",no car
2222,157,left,"[[320072.9417100204, 5690891.707719387], [320085.21511002077, 5690887.498119387]]",no car
2223,157,right,"[[320069.70548997907, 5690882.272280614], [320081.9788899794, 5690878.062680614]]",parallel
2224,157,left,"[[320086.4580309575, 5690886.8656978], [320096.4975309574, 5690879.8347978005]]",no car
2225,157,right,"[[320080.73596904305, 5690878.695102202], [320090.77546904294, 5690871.664202202]]",parallel
2226,157,left,"[[320097.0717633882, 5690879.365315497], [320104.87406338775, 5690871.952615496]]",no car
2227,157,right,"[[320090.20123661164, 5690872.133684505], [320098.00353661116, 5690864.720984504]]",parallel
2228,158,left,"[[319976.9368089745, 5690917.930662923], [319973.8130089743, 5690917.895262927]]",no car
2229,158,right,"[[319977.05579102505, 5690907.431337073], [319973.9319910249, 5690907.395937074]]",no car
2230,158,left,"[[319970.62882857374, 5690916.773686201], [319968.77672857424, 5690915.318386202]]",no car
2231,158,right,"[[319977.1161714246, 5690908.5175137995], [319975.2640714251, 5690907.062213801]]",no car
2232,158,left,"[[319976.3886358229, 5690908.278081638], [319974.8011358235, 5690905.896881637]]",no car
2233,158,right,"[[319967.65216417634, 5690914.102518364], [319966.06466417696, 5690911.721318363]]",no car
2234,158,left,"[[319975.3239054714, 5690906.901073407], [319965.9312054707, 5690882.823973408]]",parallel
2235,158,right,"[[319965.5418945294, 5690910.717126594], [319956.14919452876, 5690886.6400265945]]",no car
2236,158,left,"[[319965.89933215815, 5690882.744203567], [319964.7087321588, 5690879.833803565]]",no car
2237,158,right,"[[319956.18106784095, 5690886.719796435], [319954.9904678416, 5690883.809396434]]",no car
2238,158,left,"[[319956.4584241262, 5690885.829395677], [319954.7386241261, 5690884.374195677]]",no car
2239,158,right,"[[319963.2407758747, 5690877.813804322], [319961.5209758746, 5690876.358604322]]",parallel
2240,158,left,"[[319954.5884433551, 5690884.2421313], [319920.8540433548, 5690853.418131301]]",no car
2241,158,right,"[[319961.6711566452, 5690876.490668699], [319927.9367566449, 5690845.6666687]]",no car
2242,158,left,"[[319921.4379464162, 5690853.880137694], [319918.52754641685, 5690851.8958376935]]",no car
2243,158,right,"[[319927.3528535833, 5690845.204662306], [319924.44245358394, 5690843.220362307]]",no car
2244,158,left,"[[319919.7896376002, 5690852.526826832], [319916.9784375999, 5690851.567626832]]",no car
2245,158,right,"[[319923.18036240037, 5690842.589373168], [319920.3691624001, 5690841.630173167]]",no car
2246,159,left,"[[320099.75186296116, 5690870.255723768], [320113.39106296096, 5690882.246023768]]",no car
2247,159,right,"[[320103.1257370387, 5690866.4178762315], [320116.7649370385, 5690878.408176231]]",no car
2248,160,left,"[[320111.9178616131, 5690883.921778628], [320124.20316161413, 5690894.721978628]]",parallel
2249,160,right,"[[320118.23813838646, 5690876.73242137], [320130.52343838743, 5690887.532621372]]",no car
2250,160,left,"[[320126.39325286937, 5690895.81421771], [320135.85215286945, 5690897.771917711]]",no car
2251,160,right,"[[320128.3333471313, 5690886.440382289], [320137.7922471314, 5690888.39808229]]",no car
2252,160,left,"[[320136.5027695766, 5690897.8605788415], [320166.43588323134, 5690899.86275439]]",no car
2253,160,right,"[[320137.14163042407, 5690888.30942116], [320167.07474407885, 5690890.311596707]]",parallel
2254,160,left,"[[320166.43588323146, 5690899.862754389], [320171.30256957683, 5690900.18827884]]",no car
2255,160,right,"[[320167.0747440789, 5690890.3115967065], [320171.9414304243, 5690890.637121158]]",no car
2256,160,left,"[[320171.2559909357, 5690900.1849349495], [320199.8208909355, 5690902.3757349495]]",no car
2257,160,right,"[[320171.98800906504, 5690890.640465047], [320200.55290906475, 5690892.831265048]]",no car
2258,160,left,"[[320199.73829485, 5690902.3686802145], [320215.42199485016, 5690903.845180215]]",no car
2259,160,right,"[[320200.6355051501, 5690892.838319784], [320216.3192051502, 5690894.314819785]]",no car
2260,160,left,"[[320215.10672678513, 5690903.804900716], [320244.7221922278, 5690908.592823713]]",no car
2261,160,right,"[[320216.63447321486, 5690894.355099284], [320246.2499386575, 5690899.143022281]]",no car
2262,160,left,"[[320244.72219222813, 5690908.592823714], [320255.62452678516, 5690910.355400717]]",parallel
2263,160,right,"[[320246.2499386571, 5690899.143022281], [320257.15227321413, 5690900.905599284]]",no car
2264,160,left,"[[320256.17663442297, 5690910.412062966], [320277.92973442323, 5690911.375462968]]",parallel
2265,160,right,"[[320256.6001655762, 5690900.848937034], [320278.35326557653, 5690901.812337034]]",no car
