,id,side,coordinates(epsg25833),parking_value
1190,166,left,"[[316277.1393560225, 5688940.035452337], [316263.95064452, 5688923.227604534]]",no car
1191,166,right,"[[316268.107866982, 5688947.122243268], [316254.91915547947, 5688930.314395465]]",no car
1192,166,left,"[[316264.047910076, 5688923.355192916], [316246.19525981, 5688899.245384155]]",no car
1193,166,right,"[[316254.82188992377, 5688930.186807084], [316236.96923965774, 5688906.076998323]]",no car
1194,166,left,"[[316246.19525981, 5688899.245384155], [316228.34260954405, 5688875.135575394]]",no car
1195,166,right,"[[316236.96923965774, 5688906.076998323], [316219.1165893918, 5688881.9671895625]]",no car
1196,166,left,"[[316228.3426095448, 5688875.135575394], [316215.13711007667, 5688857.301692915]]",no car
1197,166,right,"[[316219.1165893918, 5688881.9671895625], [316205.91108992364, 5688864.1333070835]]",no car
1198,166,left,"[[316214.8011535853, 5688856.889391769], [316197.5674535855, 5688837.634591769]]",no car
1199,166,right,"[[316206.2470464148, 5688864.545608231], [316189.0133464151, 5688845.290808232]]",no car
1200,167,left,"[[316234.31317675515, 5688826.26437917], [316204.6798047591, 5688830.940196119]]",no car
1201,167,right,"[[316236.99982324406, 5688843.29122083], [316207.36645124806, 5688847.967037779]]",diagonal
1202,167,left,"[[316204.6798047587, 5688830.940196119], [316191.9470767554, 5688832.94927917]]",no car
1203,167,right,"[[316207.36645124835, 5688847.967037778], [316194.63372324506, 5688849.97612083]]",parallel
1204,169,left,"[[316625.2323596889, 5688221.922469088], [316616.5182596894, 5688217.279269089]]",parallel
1205,169,right,"[[316618.69004031125, 5688234.200730911], [316609.9759403118, 5688229.557530913]]",parallel
1206,169,left,"[[316620.1717675741, 5688222.756287432], [316617.3162955789, 5688192.892491965]]",parallel
1207,169,right,"[[316606.32243242644, 5688224.08051257], [316603.4669604312, 5688194.216717103]]",parallel
1208,169,left,"[[316617.3162955789, 5688192.892491965], [316614.4608235837, 5688163.028696499]]",parallel
1209,169,right,"[[316603.4669604312, 5688194.216717103], [316600.611488436, 5688164.352921636]]",parallel
1210,169,left,"[[316614.4608235837, 5688163.028696498], [316612.30276757415, 5688140.45878743]]",parallel
1211,169,right,"[[316600.611488436, 5688164.352921636], [316598.45343242644, 5688141.783012568]]",parallel
1212,169,left,"[[316610.5967504011, 5688145.720367583], [316617.30895040126, 5688138.104567585]]",no car
1213,169,right,"[[316600.1594495995, 5688136.521432416], [316606.87164959963, 5688128.905632417]]",no car
1214,171,left,"[[316646.07609124016, 5688432.117717579], [316637.78859124036, 5688427.49321758]]",no car
1215,171,right,"[[316639.26270876057, 5688444.32788242], [316630.97520876076, 5688439.703382421]]",no car
1216,171,left,"[[316641.3467017522, 5688432.990753195], [316638.7396709433, 5688403.104244696]]",parallel
1217,171,right,"[[316627.4170982485, 5688434.205846805], [316624.8100674396, 5688404.319338305]]",parallel
1218,171,left,"[[316638.7396709433, 5688403.104244696], [316636.1103017515, 5688372.961653195]]",parallel
1219,171,right,"[[316624.8100674396, 5688404.319338305], [316622.18069824786, 5688374.176746805]]",parallel
1220,171,left,"[[316634.28705549386, 5688378.306497085], [316639.8650554944, 5688372.252497085]]",diagonal/perpendicular
1221,171,right,"[[316624.00394450594, 5688368.831902915], [316629.5819445065, 5688362.777902916]]",diagonal/perpendicular
1222,173,left,"[[316674.4129649027, 5688752.039420268], [316668.53686490265, 5688752.728020268]]",parallel
1223,173,right,"[[316675.60043509706, 5688762.1725797355], [316669.724335097, 5688762.861179735]]",no car
1224,173,left,"[[316674.2099932892, 5688757.322884648], [316671.43587702565, 5688727.451422029]]","TIE: parallel,diagonal/perpendicular"
1225,173,right,"[[316664.05120671046, 5688758.266315354], [316661.2770904469, 5688728.394852735]]",parallel
1226,173,left,"[[316671.43587702565, 5688727.451422029], [316668.29349328985, 5688693.614484648]]",parallel
1227,173,right,"[[316661.2770904469, 5688728.394852735], [316658.1347067111, 5688694.557915354]]",parallel
1228,173,left,"[[316666.3921915408, 5688690.095901049], [316662.34199154045, 5688686.870101049]]",parallel
1229,173,right,"[[316660.0360084601, 5688698.076498952], [316655.9858084597, 5688694.850698952]]",diagonal/perpendicular
1230,174,left,"[[316704.84160500055, 5689047.868908557], [316701.72212546313, 5689018.031535225]]",diagonal
1231,174,right,"[[316691.2481949996, 5689049.290091444], [316688.12871546217, 5689019.452718111]]",parallel
1232,174,left,"[[316701.72212546313, 5689018.031535225], [316698.60264592565, 5688988.194161892]]",diagonal
1233,174,right,"[[316688.12871546217, 5689019.452718111], [316685.0092359247, 5688989.615344778]]",parallel
1234,174,left,"[[316698.60264592565, 5688988.194161892], [316695.9689050004, 5688963.002808558]]",diagonal
1235,174,right,"[[316685.00923592463, 5688989.615344778], [316682.3754949994, 5688964.423991444]]",parallel
1236,174,left,"[[316695.2418930655, 5688960.573501092], [316695.1073930656, 5688960.313501093]]",no car
1237,174,right,"[[316683.1025069344, 5688966.853298909], [316682.96800693445, 5688966.593298909]]",no car
1238,175,left,"[[316668.61486054014, 5688648.0051717535], [316660.5023605403, 5688643.837771753]]",no car
1239,175,right,"[[316662.23373945977, 5688660.427028248], [316654.1212394599, 5688656.2596282475]]",no car
1240,175,left,"[[316664.2619685283, 5688649.377534088], [316661.37833410985, 5688619.516444815]]",parallel
1241,175,right,"[[316650.3616314721, 5688650.71986591], [316647.47799705353, 5688620.858776637]]",parallel
1242,175,left,"[[316661.3783341099, 5688619.516444816], [316658.2889685282, 5688587.52493409]]",parallel
1243,175,right,"[[316647.47799705353, 5688620.858776637], [316644.38863147184, 5688588.867265912]]",parallel
1244,175,left,"[[316646.44918481115, 5688583.211426536], [316652.67358481104, 5688577.1057265345]]",diagonal/perpendicular
1245,175,right,"[[316656.22841518885, 5688593.180773465], [316662.45281518874, 5688587.075073464]]",no car
1246,176,left,"[[317236.84958993335, 5688754.284462031], [317241.33448993263, 5688752.119162032]]",no car
1247,176,right,"[[317231.2116100676, 5688742.606737968], [317235.69651006686, 5688740.441437969]]",no car
1248,176,left,"[[317238.79482863157, 5688752.7580302805], [317268.7669756752, 5688751.465590109]]",no car
1249,176,right,"[[317238.2361713679, 5688739.802569722], [317268.20831841155, 5688738.5101295505]]",diagonal
1250,176,left,"[[317268.76697567536, 5688751.46559011], [317299.1964286322, 5688750.153430279]]",no car
1251,176,right,"[[317268.2083184114, 5688738.510129551], [317298.6377713682, 5688737.197969721]]",diagonal
1252,176,left,"[[317304.54852743226, 5688746.889115494], [317308.0043274318, 5688740.832915495]]",no car
1253,176,right,"[[317293.28567256813, 5688740.462284504], [317296.74147256766, 5688734.406084506]]",no car
1254,183,left,"[[317374.13518427167, 5688748.970978881], [317377.98168427165, 5688745.900778881]]",no car
1255,183,right,"[[317365.92561572726, 5688738.685621117], [317369.77211572725, 5688735.615421117]]",no car
1256,183,left,"[[317374.190246954, 5688747.330634799], [317404.1562110838, 5688745.902001267]]",no car
1257,183,right,"[[317373.56355304515, 5688734.185565199], [317403.52951717505, 5688732.756931669]]",parallel
1258,183,left,"[[317404.1562110838, 5688745.902001267], [317434.1221752137, 5688744.473367737]]",parallel
1259,183,right,"[[317403.52951717505, 5688732.756931669], [317433.49548130494, 5688731.328298138]]",parallel
1260,183,left,"[[317434.1221752137, 5688744.473367737], [317464.08813934366, 5688743.044734207]]",parallel
1261,183,right,"[[317433.49548130494, 5688731.328298138], [317463.46144543483, 5688729.899664608]]",parallel
1262,183,left,"[[317464.08813934354, 5688743.044734207], [317491.7985469543, 5688741.723634801]]",no car
1263,183,right,"[[317463.461445435, 5688729.899664609], [317491.17185304576, 5688728.578565202]]",parallel
1264,183,left,"[[317491.86122297874, 5688741.720347043], [317521.8121973416, 5688740.005956563]]",no car
1265,183,right,"[[317491.10917702114, 5688728.581852956], [317521.0601513839, 5688726.867462475]]",parallel
1266,183,left,"[[317521.8121973416, 5688740.005956563], [317551.7631717043, 5688738.291566081]]",no car
1267,183,right,"[[317521.0601513839, 5688726.867462475], [317551.0111257467, 5688725.153071995]]",parallel
1268,183,left,"[[317551.7631717043, 5688738.291566081], [317581.7141460671, 5688736.5771756]]",parallel
1269,183,right,"[[317551.0111257467, 5688725.153071995], [317580.9621001095, 5688723.438681513]]",parallel
1270,183,left,"[[317581.7141460673, 5688736.577175602], [317605.46032297914, 5688735.217947045]]",parallel
1271,183,right,"[[317580.9621001095, 5688723.438681515], [317604.7082770214, 5688722.079452959]]",parallel
1272,183,left,"[[317610.66220416414, 5688732.139170619], [317617.1245041639, 5688721.812170617]]",no car
1273,183,right,"[[317599.5063958359, 5688725.158229383], [317605.9686958357, 5688714.831229381]]",diagonal
1274,1,left,"[[319515.3674476842, 5690968.299111766], [319535.59956741787, 5690990.449988296]]",perpendicular
1275,1,right,"[[319526.75115231506, 5690957.901488232], [319546.9832720487, 5690980.052364763]]",perpendicular
1276,1,left,"[[319535.59956741804, 5690990.449988296], [319555.8316871516, 5691012.600864828]]",perpendicular
1277,1,right,"[[319546.9832720488, 5690980.052364763], [319567.2153917824, 5691002.203241294]]",no car
1278,1,left,"[[319555.83168715157, 5691012.600864828], [319576.06380688475, 5691034.751741358]]",perpendicular
1279,1,right,"[[319567.21539178235, 5691002.203241294], [319587.4475115156, 5691024.354117825]]",no car
1280,1,left,"[[319576.0638068842, 5691034.751741357], [319581.2730476841, 5691040.455011767]]",no car
1281,1,right,"[[319587.4475115158, 5691024.354117825], [319592.6567523157, 5691030.057388235]]",no car
1282,4,left,"[[319664.5533516876, 5690895.455214195], [319688.12041217386, 5690914.0184482895]]",parallel
1283,4,right,"[[319675.057048313, 5690882.120185803], [319698.6241087993, 5690900.683419897]]",diagonal
1284,4,left,"[[319688.12041217386, 5690914.0184482895], [319711.6874726597, 5690932.581682384]]",parallel
1285,4,right,"[[319698.6241087993, 5690900.683419897], [319722.19116928516, 5690919.246653992]]",diagonal
1286,4,left,"[[319711.6874726597, 5690932.581682384], [319735.254533146, 5690951.144916479]]",parallel
1287,4,right,"[[319722.19116928516, 5690919.246653992], [319745.7582297714, 5690937.809888086]]",diagonal
1288,4,left,"[[319735.254533146, 5690951.144916479], [319758.8215936322, 5690969.708150573]]",parallel
1289,4,right,"[[319745.7582297714, 5690937.809888086], [319769.3252902577, 5690956.373122182]]",diagonal
1290,4,left,"[[319758.8215936319, 5690969.708150573], [319784.12595168717, 5690989.639814196]]",parallel
1291,4,right,"[[319769.32529025734, 5690956.373122181], [319794.62964831264, 5690976.304785804]]",diagonal
1292,4,left,"[[319785.06449071213, 5690990.282089275], [319800.69459071185, 5690999.504989275]]",parallel
1293,4,right,"[[319793.69110928784, 5690975.662510726], [319809.3212092876, 5690984.885410725]]",no car
1294,5,left,"[[319831.0017174789, 5690929.793683736], [319812.7336096133, 5690953.590243046]]",no car
1295,5,right,"[[319839.4276825214, 5690936.262116263], [319821.1595746558, 5690960.058675573]]",parallel
1296,5,left,"[[319812.7336096136, 5690953.590243046], [319802.53381747863, 5690966.876783736]]",parallel
1297,5,right,"[[319821.1595746562, 5690960.058675573], [319810.95978252124, 5690973.345216263]]",no car
1298,5,left,"[[319801.5723627096, 5690968.913262427], [319799.09716270934, 5690979.606562429]]",no car
1299,5,right,"[[319811.92123729025, 5690971.308737571], [319809.44603729, 5690982.002037573]]",no car
1300,5,left,"[[319798.97141119157, 5690981.146900588], [319799.70771119156, 5690992.537800586]]",no car
1301,5,right,"[[319809.57178880763, 5690980.461699415], [319810.3080888076, 5690991.852599413]]",no car
1302,8,left,"[[319615.47192715545, 5690965.297386904], [319622.870627155, 5690957.641486905]]",parallel
1303,8,right,"[[319604.70007284463, 5690954.887413094], [319612.0987728442, 5690947.231513095]]",parallel
1304,8,left,"[[319623.16985427804, 5690957.312883992], [319642.701432349, 5690934.541905575]]",parallel
1305,8,right,"[[319611.79954572197, 5690947.560116008], [319631.331123793, 5690924.789137592]]",parallel
1306,8,left,"[[319642.7014323492, 5690934.541905575], [319647.1800542787, 5690929.320483992]]",parallel
1307,8,right,"[[319631.33112379245, 5690924.789137593], [319635.80974572187, 5690919.567716008]]",parallel
1308,8,left,"[[319647.36869693064, 5690929.091530432], [319665.98323804553, 5690905.564973966]]",parallel
1309,8,right,"[[319635.62110306934, 5690919.796669569], [319654.2356441843, 5690896.270113103]]",parallel
1310,8,left,"[[319665.9832380455, 5690905.564973967], [319669.02129693073, 5690901.725230431]]",parallel
1311,8,right,"[[319654.2356441841, 5690896.270113103], [319657.27370306937, 5690892.430369568]]",parallel
1312,8,left,"[[319668.9873932252, 5690901.76776238], [319675.6450932258, 5690893.477662379]]",parallel
1313,8,right,"[[319657.30760677485, 5690892.38783762], [319663.9653067755, 5690884.09773762]]",parallel
1314,9,left,"[[319422.9627230399, 5691337.812992635], [319426.26644192624, 5691367.630528442]]",parallel
1315,9,right,"[[319437.67767695995, 5691336.182607365], [319440.9813958463, 5691366.000143171]]",perpendicular
1316,9,left,"[[319426.26644192624, 5691367.630528442], [319429.5701608126, 5691397.448064246]]",parallel
1317,9,right,"[[319440.9813958463, 5691366.000143171], [319444.28511473263, 5691395.817678976]]",parallel
1318,9,left,"[[319429.5701608126, 5691397.448064246], [319432.8738796989, 5691427.265600053]]",parallel
1319,9,right,"[[319444.28511473263, 5691395.817678976], [319447.58883361897, 5691425.635214782]]",parallel
1320,9,left,"[[319432.873879699, 5691427.265600053], [319433.6285230396, 5691434.076592634]]",no car
1321,9,right,"[[319447.588833619, 5691425.635214782], [319448.3434769596, 5691432.446207364]]",no car
1322,11,left,"[[320336.82858304435, 5691329.192858149], [320337.2417830447, 5691340.05515815]]",no car
1323,11,right,"[[320349.0872169552, 5691328.726541851], [320349.50041695556, 5691339.588841852]]",parallel
1324,11,left,"[[320337.24747267726, 5691340.174246326], [320338.9702996184, 5691370.124736595]]",parallel
1325,11,right,"[[320349.49472732295, 5691339.469753676], [320351.21755426406, 5691369.420243945]]",parallel
1326,11,left,"[[320338.97029961844, 5691370.124736595], [320340.69312655955, 5691400.075226863]]",parallel
1327,11,right,"[[320351.21755426406, 5691369.420243945], [320352.9403812052, 5691399.370734213]]",parallel
1328,11,left,"[[320340.69312655955, 5691400.075226863], [320341.8367726774, 5691419.956946324]]",parallel
1329,11,right,"[[320352.9403812052, 5691399.370734213], [320354.084027323, 5691419.252453674]]",parallel
1330,11,left,"[[320342.5047692506, 5691422.408087625], [320349.98506925034, 5691436.965387627]]",no car
1331,11,right,"[[320353.41603075014, 5691416.801312373], [320360.8963307499, 5691431.3586123735]]",no car
1332,13,left,"[[320286.8171146807, 5691480.588101205], [320312.8554303576, 5691465.688231517]]",parallel
1333,13,right,"[[320280.64608531777, 5691469.8038987955], [320306.6844009946, 5691454.904029107]]",parallel
1334,13,left,"[[320312.85543035774, 5691465.688231517], [320338.8937460342, 5691450.788361829]]",parallel
1335,13,right,"[[320306.684400995, 5691454.904029107], [320332.7227166714, 5691440.004159419]]",parallel
1336,13,left,"[[320338.8937460343, 5691450.788361829], [320358.5262146817, 5691439.554101205]]",parallel
1337,13,right,"[[320332.7227166715, 5691440.004159419], [320352.35518531885, 5691428.7698987955]]",parallel
1338,14,left,"[[320263.9657301846, 5691336.729128725], [320264.02573018416, 5691348.412928726]]",no car
1339,14,right,"[[320276.1280698162, 5691336.666671273], [320276.18806981586, 5691348.350471274]]",parallel
1340,14,left,"[[320264.0364951881, 5691348.744724767], [320265.82736763096, 5691378.691223326]]",parallel
1341,14,right,"[[320276.17730481183, 5691348.018675231], [320277.9681772547, 5691377.96517379]]",parallel
1342,14,left,"[[320265.827367631, 5691378.691223327], [320267.6182400739, 5691408.637721885]]",parallel
1343,14,right,"[[320277.9681772548, 5691377.965173791], [320279.75904969766, 5691407.911672349]]",parallel
1344,14,left,"[[320267.61824007385, 5691408.637721885], [320269.40911251673, 5691438.584220444]]",parallel
1345,14,right,"[[320279.7590496976, 5691407.911672348], [320281.5499221405, 5691437.858170907]]",parallel
1346,14,left,"[[320269.4091125168, 5691438.584220443], [320270.7502951881, 5691461.011124767]]",parallel
1347,14,right,"[[320281.5499221405, 5691437.858170907], [320282.89110481186, 5691460.285075231]]",parallel
1348,14,left,"[[320271.32773843093, 5691463.257501226], [320278.23863843066, 5691477.805401227]]",no car
1349,14,right,"[[320282.3136615693, 5691458.038698773], [320289.22456156905, 5691472.586598774]]",no car
1350,15,left,"[[320206.4386761563, 5691503.343488336], [320215.48077615653, 5691503.465688333]]",parallel
1351,15,right,"[[320206.6049238442, 5691491.042111665], [320215.6470238444, 5691491.164311662]]",no car
1352,15,left,"[[320216.0001232231, 5691503.450762858], [320245.924591546, 5691501.323277114]]",parallel
1353,15,right,"[[320215.1276767778, 5691491.179237141], [320245.05214510066, 5691489.051751397]]",parallel
1354,15,left,"[[320245.924591546, 5691501.323277115], [320251.11642322293, 5691500.954162858]]",parallel
1355,15,right,"[[320245.0521451007, 5691489.051751397], [320250.24397677765, 5691488.68263714]]",parallel
1356,15,left,"[[320253.7462247622, 5691500.151069943], [320277.54772476235, 5691486.466369944]]",parallel
1357,15,right,"[[320247.6141752388, 5691489.485730057], [320271.41567523894, 5691475.8010300575]]",parallel
1358,15,left,"[[320277.8046034994, 5691486.310203541], [320287.05450349837, 5691480.372503541]]",parallel
1359,15,right,"[[320271.1587965019, 5691475.95719646], [320280.4086965009, 5691470.01949646]]",parallel
1360,16,left,"[[320128.6782335432, 5691508.627528684], [320158.6095091629, 5691506.598060829]]",parallel
1361,16,right,"[[320127.84716645663, 5691496.370671317], [320157.77844207635, 5691494.341203461]]",parallel
1362,16,left,"[[320158.60950916307, 5691506.598060829], [320188.54078478285, 5691504.568592973]]",parallel
1363,16,right,"[[320157.7784420762, 5691494.341203462], [320187.70971769595, 5691492.311735607]]",parallel
1364,16,left,"[[320188.54078478256, 5691504.568592973], [320206.9373335433, 5691503.321228683]]",parallel
1365,16,right,"[[320187.70971769624, 5691492.311735606], [320206.10626645706, 5691491.064371317]]",parallel
1366,17,left,"[[320096.3197402121, 5691516.299862769], [320101.440240212, 5691511.45736277]]",no car
1367,17,right,"[[320085.3414597883, 5691504.691337231], [320090.4619597882, 5691499.848837232]]",no car
1368,17,left,"[[320098.20408658084, 5691513.317575066], [320104.4836865807, 5691511.471675065]]",parallel
1369,17,right,"[[320093.6981134196, 5691497.988624935], [320099.97771341936, 5691496.142724934]]",no car
1370,17,left,"[[320102.6316263759, 5691511.785883137], [320128.66362637555, 5691510.477783137]]",parallel
1371,17,right,"[[320101.82977362454, 5691495.828516863], [320127.86177362414, 5691494.520416862]]",parallel
1372,18,left,"[[319887.63590510364, 5691110.306820005], [319887.81280510395, 5691123.678020006]]",no car
1373,18,right,"[[319900.32229489664, 5691110.138979994], [319900.499194897, 5691123.510179996]]",parallel
1374,18,left,"[[319887.8350034813, 5691124.130911949], [319890.37362156063, 5691154.02330928]]",no car
1375,18,right,"[[319900.4769965196, 5691123.0572880525], [319903.01561459893, 5691152.949685384]]",parallel
1376,18,left,"[[319890.37362156063, 5691154.02330928], [319892.91223964, 5691183.915706612]]",parallel
1377,18,right,"[[319903.01561459893, 5691152.949685384], [319905.5542326783, 5691182.8420827165]]",parallel
1378,18,left,"[[319892.9122396401, 5691183.915706612], [319895.4508577195, 5691213.808103944]]",parallel
1379,18,right,"[[319905.5542326784, 5691182.8420827165], [319908.09285075776, 5691212.734480048]]",parallel
1380,18,left,"[[319895.45085771946, 5691213.808103943], [319897.98947579885, 5691243.700501277]]",parallel
1381,18,right,"[[319908.09285075776, 5691212.734480048], [319910.63146883715, 5691242.626877381]]",parallel
1382,18,left,"[[319897.98947579885, 5691243.700501276], [319900.52809387824, 5691273.592898607]]",parallel
1383,18,right,"[[319910.6314688371, 5691242.62687738], [319913.17008691654, 5691272.519274712]]",parallel
1384,18,left,"[[319900.5280938782, 5691273.592898607], [319903.06671195757, 5691303.485295939]]",parallel
1385,18,right,"[[319913.1700869165, 5691272.519274712], [319915.70870499586, 5691302.411672044]]",parallel
1386,18,left,"[[319903.06671195757, 5691303.485295939], [319905.605330037, 5691333.377693272]]",parallel
1387,18,right,"[[319915.70870499586, 5691302.411672044], [319918.2473230753, 5691332.304069376]]",parallel
1388,18,left,"[[319905.60533003695, 5691333.377693271], [319906.7495034812, 5691346.850411948]]",parallel
1389,18,right,"[[319918.24732307525, 5691332.304069375], [319919.39149651944, 5691345.776788051]]",parallel
1390,18,left,"[[319906.8925427221, 5691344.872764155], [319904.6990427222, 5691354.277964156]]",no car
1391,18,right,"[[319919.2484572783, 5691347.754435846], [319917.05495727836, 5691357.159635846]]",no car
1392,24,left,"[[320113.02064025745, 5691353.0904253125], [320114.24594025756, 5691365.952925313]]",no car
1393,24,right,"[[320125.3199597432, 5691351.918774687], [320126.5452597433, 5691364.781274688]]",no car
1394,24,left,"[[320114.22764131107, 5691365.710308184], [320115.8943746976, 5691395.663972397]]",parallel
1395,24,right,"[[320126.5635586897, 5691365.023891817], [320128.23029207624, 5691394.977556031]]",parallel
1396,24,left,"[[320115.89437469764, 5691395.663972396], [320117.56110808416, 5691425.617636612]]",parallel
1397,24,right,"[[320128.23029207624, 5691394.97755603], [320129.89702546276, 5691424.931220245]]",parallel
1398,24,left,"[[320117.5611080841, 5691425.617636612], [320119.2278414706, 5691455.571300825]]",parallel
1399,24,right,"[[320129.89702546276, 5691424.931220246], [320131.5637588493, 5691454.884884459]]",parallel
1400,24,left,"[[320119.2278414706, 5691455.571300825], [320120.89457485714, 5691485.5249650385]]",parallel
1401,24,right,"[[320131.5637588493, 5691454.884884459], [320133.2304922358, 5691484.838548672]]",parallel
1402,24,left,"[[320120.89457485714, 5691485.5249650385], [320121.24004131043, 5691491.733508183]]",parallel
1403,24,right,"[[320133.2304922358, 5691484.838548672], [320133.5759586891, 5691491.047091817]]","TIE: parallel,diagonal/perpendicular"
1404,24,left,"[[320121.24870341783, 5691491.86419014], [320122.10340341786, 5691502.972990139]]",no car
1405,24,right,"[[320133.5672965818, 5691490.916409859], [320134.4219965818, 5691502.025209859]]",no car
1406,25,left,"[[319954.90474219655, 5691396.352323708], [319936.5238421974, 5691413.340323708]]",no car
1407,25,right,"[[319943.9652578021, 5691384.515876292], [319925.58435780293, 5691401.503876292]]",diagonal
1408,25,left,"[[319923.8962231298, 5691403.719634569], [319910.11319686164, 5691430.365988671]]",perpendicular
1409,25,right,"[[319938.2119768711, 5691411.124565432], [319924.42895060295, 5691437.770919533]]",no car
1410,25,left,"[[319910.1131968619, 5691430.365988671], [319896.6628231297, 5691456.369234568]]",perpendicular
1411,25,right,"[[319924.4289506025, 5691437.770919533], [319910.97857687034, 5691463.774165431]]",no car
1412,37,left,"[[320433.377894719, 5691330.200228764], [320444.3209947188, 5691329.036528764]]",parallel
1413,37,right,"[[320431.15910528135, 5691309.335371234], [320442.1022052812, 5691308.171671236]]",diagonal/perpendicular
1414,37,left,"[[320444.3210726558, 5691329.036520477], [320474.15284811443, 5691325.863954798]]",parallel
1415,37,right,"[[320442.10212734435, 5691308.171679525], [320471.93390280305, 5691304.999113847]]",parallel
1416,37,left,"[[320474.15284811414, 5691325.863954798], [320503.98462357285, 5691322.691389121]]",parallel
1417,37,right,"[[320471.93390280334, 5691304.999113846], [320501.76567826205, 5691301.826548168]]","TIE: parallel,diagonal/perpendicular"
1418,37,left,"[[320503.9846235732, 5691322.691389121], [320533.8163990319, 5691319.518823443]]",parallel
1419,37,right,"[[320501.7656782618, 5691301.826548168], [320531.5974537205, 5691298.653982491]]",no car
1420,37,left,"[[320533.8163990316, 5691319.518823443], [320554.83787265583, 5691317.283220476]]",no car
1421,37,right,"[[320531.59745372063, 5691298.65398249], [320552.61892734485, 5691296.418379524]]",diagonal/perpendicular
1422,37,left,"[[320554.8810097314, 5691317.278542679], [320584.69940890756, 5691313.982625421]]",no car
1423,37,right,"[[320552.57579026936, 5691296.423057321], [320582.3941894455, 5691293.127140064]]",no car
1424,37,left,"[[320584.69940890756, 5691313.982625421], [320614.5178080837, 5691310.6867081635]]",parallel
1425,37,right,"[[320582.3941894455, 5691293.127140064], [320612.21258862165, 5691289.831222806]]",parallel
1426,37,left,"[[320614.51780808397, 5691310.6867081635], [320644.3362072602, 5691307.390790905]]",parallel
1427,37,right,"[[320612.2125886213, 5691289.831222805], [320642.0309877975, 5691286.535305547]]",parallel
1428,37,left,"[[320644.3362072599, 5691307.390790905], [320674.1546064361, 5691304.094873647]]",parallel
1429,37,right,"[[320642.0309877979, 5691286.535305547], [320671.849386974, 5691283.239388289]]",parallel
1430,37,left,"[[320674.15460643586, 5691304.094873647], [320695.6471097308, 5691301.719242679]]",no car
1431,37,right,"[[320671.84938697424, 5691283.239388289], [320693.3418902692, 5691280.863757322]]",no car
1432,37,left,"[[320698.786002468, 5691300.864865821], [320703.9866024679, 5691298.533565821]]",no car
1433,37,right,"[[320690.2029975325, 5691281.71813418], [320695.4035975324, 5691279.386834181]]",no car
1434,37,left,"[[320691.97922408034, 5691281.851642808], [320695.35372408025, 5691278.188842807]]",no car
1435,37,right,"[[320707.4109759197, 5691296.068757192], [320710.7854759196, 5691292.405957191]]",parallel
1436,39,left,"[[320191.0385216265, 5691344.632909973], [320192.85939317185, 5691374.577599432]]",parallel
1437,39,right,"[[320203.4056783732, 5691343.880890025], [320205.22654991853, 5691373.825579484]]",parallel
1438,39,left,"[[320192.85939317185, 5691374.577599432], [320194.6802647172, 5691404.5222888915]]",parallel
1439,39,right,"[[320205.22654991853, 5691373.825579484], [320207.04742146394, 5691403.770268943]]",parallel
1440,39,left,"[[320194.6802647172, 5691404.5222888915], [320196.50113626255, 5691434.466978351]]",parallel
1441,39,right,"[[320207.04742146394, 5691403.770268943], [320208.8682930093, 5691433.714958402]]",parallel
1442,39,left,"[[320196.5011362626, 5691434.466978351], [320198.32200780796, 5691464.411667811]]",parallel
1443,39,right,"[[320208.8682930093, 5691433.714958403], [320210.68916455464, 5691463.659647863]]",parallel
1444,39,left,"[[320198.3220078079, 5691464.411667811], [320200.3382216268, 5691497.568809974]]",parallel
1445,39,right,"[[320210.6891645546, 5691463.659647862], [320212.70537837356, 5691496.816790026]]",parallel
1446,42,left,"[[320111.6140603944, 5691204.702395574], [320107.90896039346, 5691212.554495575]]",no car
1447,42,right,"[[320129.18153960665, 5691212.991804427], [320125.47643960564, 5691220.843904426]]",parallel
1448,42,left,"[[320107.33502652956, 5691214.097930411], [320105.02682652965, 5691222.4013304105]]",parallel
1449,42,right,"[[320126.0503734699, 5691219.300469589], [320123.74217347, 5691227.603869588]]",parallel
1450,42,left,"[[320104.85201399034, 5691223.141319061], [320102.6629139903, 5691234.35271906]]",diagonal/perpendicular
1451,42,right,"[[320123.91698600876, 5691226.863880939], [320121.72788600874, 5691238.075280939]]",diagonal
1452,42,left,"[[320102.5012803466, 5691236.811244006], [320104.3460494798, 5691266.754470735]]",diagonal
1453,42,right,"[[320121.8895196526, 5691235.616755992], [320123.7342887858, 5691265.559982721]]",parallel
1454,42,left,"[[320104.3460494798, 5691266.754470735], [320106.19081861293, 5691296.697697462]]",diagonal
1455,42,right,"[[320123.7342887858, 5691265.559982721], [320125.57905791886, 5691295.503209448]]",parallel
1456,42,left,"[[320106.19081861293, 5691296.697697462], [320108.03558774607, 5691326.64092419]]",diagonal
1457,42,right,"[[320125.57905791886, 5691295.503209448], [320127.42382705206, 5691325.446436176]]",parallel
1458,42,left,"[[320108.03558774607, 5691326.64092419], [320108.8152803469, 5691339.296444007]]",diagonal
1459,42,right,"[[320127.42382705206, 5691325.446436176], [320128.2035196529, 5691338.101955993]]",parallel
1460,42,left,"[[320108.8080103783, 5691339.16363047], [320109.4689103788, 5691352.969030469]]",diagonal
1461,42,right,"[[320128.2107896214, 5691338.234769531], [320128.8716896219, 5691352.04016953]]",parallel
1462,44,left,"[[320015.07333298126, 5691153.989630418], [320015.8041329813, 5691179.943330419]]",parallel
